fecha,vel_viento,presion_atmosferica,humedad_relativa,frentes_frios,radiacion_solar,luminosidad,contaminacion_atmosferica,cobertura_nubosa,temperatura
06/05/2020,22,1020,29,1,278,47,161,40,20
07/05/2020,15,998,90,1,494,84,365,65,25
08/05/2020,20,1036,75,0,580,21,246,50,25
09/05/2020,27,1063,40,0,820,45,338,57,33
10/05/2020,23,1039,59,0,237,86,138,60,30
11/05/2020,23,997,39,0,678,39,23,31,22
12/05/2020,20,987,86,1,269,37,90,53,26
13/05/2020,27,1012,71,0,539,85,42,44,30
14/05/2020,25,1064,22,0,784,65,89,50,30
15/05/2020,24,883,84,0,323,83,256,47,32
16/05/2020,22,911,89,0,222,46,412,52,37
17/05/2020,28,986,53,0,591,81,372,79,27
18/05/2020,17,1001,62,0,640,91,453,52,34
19/05/2020,30,1008,69,1,172,78,369,49,23
20/05/2020,23,1032,65,0,984,59,443,50,29
21/05/2020,19,1068,35,0,461,25,445,48,34
22/05/2020,31,984,91,1,313,41,401,43,23
23/05/2020,26,948,65,1,168,73,101,45,30
24/05/2020,25,975,78,1,413,31,391,70,21
25/05/2020,25,1002,65,0,603,47,411,47,26
26/05/2020,19,1008,80,1,433,6,443,43,23
27/05/2020,29,973,51,1,239,8,473,47,26
28/05/2020,21,1027,25,0,671,61,380,55,33
29/05/2020,13,943,70,0,713,46,492,59,32
30/05/2020,20,918,68,1,439,9,215,60,26
31/05/2020,22,1094,65,0,679,73,128,49,23
01/06/2020,29,923,80,0,550,19,354,46,23
02/06/2020,20,1062,33,1,626,29,123,56,14
03/06/2020,20,1049,91,1,530,71,352,56,31
04/06/2020,27,937,39,1,871,64,226,54,22
05/06/2020,33,989,72,0,818,15,172,42,34
06/06/2020,28,971,98,1,309,42,12,47,22
07/06/2020,27,1070,40,1,521,38,12,57,24
08/06/2020,25,1027,66,1,457,86,198,43,22
09/06/2020,22,951,93,1,505,4,422,53,18
10/06/2020,24,972,32,0,960,21,221,57,21
11/06/2020,33,1040,83,0,985,40,217,54,35
12/06/2020,28,942,61,0,434,41,6,50,23
13/06/2020,25,1034,38,0,573,73,238,44,29
14/06/2020,19,1007,76,1,354,78,386,55,32
15/06/2020,24,1004,40,0,803,23,86,38,31
16/06/2020,25,908,68,0,806,77,83,40,27
17/06/2020,29,1042,88,1,834,98,358,60,33
18/06/2020,27,1020,84,1,604,59,462,45,18
19/06/2020,24,1021,54,0,937,33,467,52,27
20/06/2020,25,935,96,0,480,19,37,35,28
21/06/2020,29,957,24,1,732,62,142,52,17
22/06/2020,24,961,21,1,832,29,496,48,28
23/06/2020,21,926,71,0,503,62,93,40,20
24/06/2020,14,939,21,0,955,18,357,60,28
25/06/2020,28,998,80,0,440,32,366,54,25
26/06/2020,27,1014,27,1,498,28,342,60,26
27/06/2020,26,1053,40,0,255,40,439,30,34
28/06/2020,21,938,94,1,881,85,140,45,22
29/06/2020,30,961,49,1,560,57,102,67,19
30/06/2020,16,988,95,0,434,77,23,49,24
01/07/2020,25,1077,21,1,836,92,336,44,20
02/07/2020,24,1057,26,0,883,34,101,43,26
03/07/2020,26,971,24,0,150,98,378,56,29
04/07/2020,23,1034,71,1,913,87,103,60,31
05/07/2020,25,995,98,0,558,59,483,48,21
06/07/2020,21,916,82,1,159,22,188,43,23
07/07/2020,24,934,55,1,625,51,215,70,16
08/07/2020,19,1068,77,0,984,85,416,48,38
09/07/2020,23,916,54,0,196,98,403,42,27
10/07/2020,22,875,49,0,363,21,368,47,18
11/07/2020,27,1053,41,1,473,72,163,35,20
12/07/2020,29,1002,81,0,559,58,116,52,28
13/07/2020,15,1062,80,0,757,77,332,36,25
14/07/2020,20,1002,65,0,374,5,34,40,26
15/07/2020,16,1008,64,1,533,81,76,74,18
16/07/2020,19,989,84,0,174,54,257,51,12
17/07/2020,20,925,61,1,595,67,336,67,17
18/07/2020,32,1029,38,0,633,13,443,42,22
19/07/2020,24,1040,84,1,303,69,104,47,15
20/07/2020,20,972,40,0,339,13,207,53,18
21/07/2020,17,1008,36,1,809,64,128,58,27
22/07/2020,33,1083,35,0,658,88,403,56,33
23/07/2020,26,958,77,1,906,16,487,36,28
24/07/2020,23,995,68,1,346,80,46,41,19
25/07/2020,24,943,67,0,797,1,438,31,34
26/07/2020,27,899,100,1,601,88,202,49,29
27/07/2020,28,930,49,1,189,5,442,53,23
28/07/2020,34,994,29,1,718,88,487,61,33
29/07/2020,19,1087,85,0,494,29,55,50,30
30/07/2020,29,1001,48,0,389,74,201,63,19
31/07/2020,29,1031,59,0,164,9,437,44,28
01/08/2020,14,1058,57,1,317,74,120,29,26
02/08/2020,21,1040,38,1,206,48,498,41,24
03/08/2020,29,962,72,0,991,38,227,50,26
04/08/2020,27,957,55,1,431,61,260,66,20
05/08/2020,21,1033,98,1,489,16,180,59,23
06/08/2020,33,1037,87,0,443,46,150,40,25
07/08/2020,29,1041,75,1,497,14,429,55,20
08/08/2020,20,1032,26,1,758,60,323,56,21
09/08/2020,18,954,20,0,640,43,202,36,23
10/08/2020,29,937,83,1,366,25,326,41,20
11/08/2020,24,925,77,0,524,7,227,43,25
12/08/2020,26,1019,84,0,340,67,427,45,22
13/08/2020,27,1044,38,1,677,78,111,59,19
14/08/2020,30,959,34,1,506,98,458,62,15
15/08/2020,29,1024,86,1,923,25,400,53,23
16/08/2020,34,1006,38,1,271,91,271,39,23
17/08/2020,19,976,66,1,756,99,93,54,18
18/08/2020,27,982,78,0,165,54,171,60,21
19/08/2020,25,1046,25,0,383,33,40,56,29
20/08/2020,26,976,94,0,474,15,261,36,30
21/08/2020,26,1040,96,1,663,86,473,54,33
22/08/2020,27,912,51,0,880,90,328,70,22
23/08/2020,30,1039,38,1,599,11,317,53,13
24/08/2020,25,1070,89,1,144,95,430,57,30
25/08/2020,15,951,59,0,554,98,487,62,27
26/08/2020,19,913,84,0,261,92,68,42,19
27/08/2020,24,1026,68,0,278,71,360,58,24
28/08/2020,33,1021,44,0,197,55,438,49,24
29/08/2020,17,982,89,1,531,41,399,51,13
30/08/2020,32,984,52,0,146,11,221,51,21
31/08/2020,25,1081,83,1,609,22,222,45,21
01/09/2020,26,1001,62,0,180,19,398,45,30
02/09/2020,20,1023,74,1,551,24,286,62,16
03/09/2020,34,998,84,0,980,70,217,51,36
04/09/2020,33,953,47,0,973,45,394,48,25
05/09/2020,32,958,91,0,673,100,276,42,24
06/09/2020,26,1004,20,1,865,35,477,48,21
07/09/2020,14,1007,53,0,958,84,148,61,26
08/09/2020,26,1014,70,1,994,20,268,64,24
09/09/2020,31,982,29,1,474,97,274,54,15
10/09/2020,28,1037,92,1,935,98,269,42,30
11/09/2020,30,984,93,1,276,25,28,50,15
12/09/2020,28,980,39,0,684,21,487,59,26
13/09/2020,21,941,38,0,601,80,321,49,23
14/09/2020,26,998,36,0,826,72,379,69,31
15/09/2020,27,1058,77,1,361,88,287,58,20
16/09/2020,21,1065,42,1,141,78,495,55,26
17/09/2020,24,978,23,0,100,37,286,65,18
18/09/2020,28,925,95,1,740,97,121,46,25
19/09/2020,26,978,80,0,636,75,421,52,24
20/09/2020,20,1017,50,1,575,39,462,16,18
21/09/2020,26,1046,66,1,467,12,284,65,20
22/09/2020,33,1050,88,1,907,48,426,61,33
23/09/2020,19,954,40,0,357,39,101,86,20
24/09/2020,24,963,100,0,208,20,449,83,23
25/09/2020,32,972,31,1,207,61,486,31,14
26/09/2020,25,972,65,0,351,64,480,53,22
27/09/2020,27,1003,48,0,781,65,480,47,33
28/09/2020,30,1016,73,0,256,86,268,49,26
29/09/2020,31,1030,79,0,761,46,108,32,27
30/09/2020,27,977,87,0,636,32,117,62,17
01/10/2020,32,964,25,0,657,41,261,62,16
02/10/2020,36,981,60,1,210,99,413,39,16
03/10/2020,40,1006,85,0,952,87,127,49,23
04/10/2020,32,958,31,1,434,4,65,63,9
05/10/2020,23,984,88,0,273,93,343,55,21
06/10/2020,31,937,86,1,553,3,292,42,18
07/10/2020,34,983,31,1,808,83,230,71,21
08/10/2020,35,1023,47,1,730,14,287,29,16
09/10/2020,23,983,37,1,852,67,194,54,13
10/10/2020,28,1054,86,1,824,91,207,52,19
11/10/2020,24,1018,33,1,230,81,339,24,18
12/10/2020,21,1122,24,0,912,95,229,34,20
13/10/2020,31,1028,82,1,387,11,59,64,14
14/10/2020,32,1022,51,1,523,99,248,68,18
15/10/2020,30,982,48,1,665,68,322,51,10
16/10/2020,39,995,32,0,184,15,169,42,15
17/10/2020,24,1060,30,1,564,51,91,61,17
18/10/2020,41,1012,60,0,118,32,395,53,14
19/10/2020,33,1001,25,0,754,71,414,33,22
20/10/2020,29,970,23,1,585,94,340,39,15
21/10/2020,27,954,53,1,770,53,357,47,24
22/10/2020,29,936,39,0,336,65,336,39,23
23/10/2020,38,1061,80,0,857,90,354,42,28
24/10/2020,28,1074,23,0,579,53,99,60,24
25/10/2020,38,1029,96,0,748,89,153,33,24
26/10/2020,36,947,98,0,275,13,186,58,18
27/10/2020,29,1046,41,0,642,66,145,42,23
28/10/2020,41,964,36,0,454,97,120,21,14
29/10/2020,26,1048,86,1,194,53,339,62,15
30/10/2020,30,940,90,0,276,58,310,61,9
31/10/2020,31,1055,98,0,278,66,442,57,24
01/11/2020,34,948,79,1,352,18,79,39,26
02/11/2020,45,1015,67,0,330,28,361,62,21
03/11/2020,37,1073,50,1,744,47,79,38,19
04/11/2020,33,954,91,0,820,77,36,64,30
05/11/2020,30,913,58,0,432,36,158,62,17
06/11/2020,35,1017,30,0,425,41,158,75,14
07/11/2020,40,1008,60,0,141,67,50,43,14
08/11/2020,24,977,97,1,118,24,448,36,18
09/11/2020,35,989,41,0,392,20,495,23,16
10/11/2020,28,992,89,0,407,25,500,50,24
11/11/2020,23,970,92,1,871,22,491,41,18
12/11/2020,33,1015,30,1,248,31,442,37,19
13/11/2020,34,1066,38,1,421,76,191,44,26
14/11/2020,38,953,90,0,921,84,313,42,33
15/11/2020,40,1013,50,0,906,85,420,43,28
16/11/2020,34,1043,23,0,442,75,296,73,19
17/11/2020,34,917,54,0,523,62,463,41,9
18/11/2020,58,931,61,0,241,3,399,54,27
19/11/2020,33,971,69,0,468,70,165,56,18
20/11/2020,34,949,27,1,770,78,191,53,18
21/11/2020,29,1041,43,0,863,6,440,64,25
22/11/2020,35,924,25,1,903,29,414,72,16
23/11/2020,21,1049,61,0,960,6,28,62,17
24/11/2020,32,1055,83,0,715,12,498,45,32
25/11/2020,34,1091,69,1,702,55,226,59,20
26/11/2020,20,1013,77,1,900,32,216,52,19
27/11/2020,27,1036,78,0,889,83,212,36,22
28/11/2020,32,1030,82,1,412,63,374,74,24
29/11/2020,27,1051,65,0,176,98,50,47,18
30/11/2020,32,987,26,0,939,53,300,38,10
01/12/2020,30,935,65,1,249,17,43,72,5
02/12/2020,30,1029,81,0,849,11,141,44,25
03/12/2020,36,982,93,1,537,4,330,54,15
04/12/2020,39,985,79,1,777,17,387,46,16
05/12/2020,35,969,43,1,500,24,403,30,17
06/12/2020,41,1023,64,0,994,24,32,51,25
07/12/2020,45,1074,56,1,542,67,215,44,13
08/12/2020,35,1066,83,1,972,98,307,36,19
09/12/2020,34,1004,83,0,245,56,245,51,17
10/12/2020,36,1016,29,1,927,17,497,69,25
11/12/2020,25,1030,43,0,419,47,133,33,19
12/12/2020,30,1082,31,0,846,47,436,30,22
13/12/2020,26,949,24,1,884,31,324,54,17
14/12/2020,38,1036,97,1,371,73,334,51,22
15/12/2020,38,955,73,1,934,79,428,67,21
16/12/2020,50,1015,95,1,991,93,436,72,21
17/12/2020,43,979,33,0,848,35,232,32,24
18/12/2020,29,965,41,0,451,5,418,64,22
19/12/2020,32,1028,36,1,924,84,344,40,17
20/12/2020,38,977,95,0,130,45,459,47,18
21/12/2020,29,996,29,0,807,23,21,56,23
22/12/2020,40,1045,64,0,334,45,211,43,10
23/12/2020,38,969,56,1,628,75,177,42,13
24/12/2020,34,1014,56,1,873,23,167,45,13
25/12/2020,27,1040,22,0,868,79,165,34,23
26/12/2020,31,998,99,1,765,12,57,57,16
27/12/2020,38,977,70,1,437,21,367,52,13
28/12/2020,41,977,90,0,405,24,156,54,19
29/12/2020,31,1035,68,1,958,53,394,57,20
30/12/2020,25,1048,89,0,701,90,49,56,17
31/12/2020,28,958,57,1,390,57,414,45,14
01/01/2021,35,1036,22,0,796,32,136,40,18
02/01/2021,36,1005,48,1,883,29,68,55,14
03/01/2021,40,938,38,1,590,18,235,47,7
04/01/2021,35,991,49,0,470,86,447,60,25
05/01/2021,30,983,25,1,126,62,221,59,16
06/01/2021,37,988,50,1,788,69,115,42,9
07/01/2021,27,994,39,1,300,49,30,53,12
08/01/2021,33,986,29,1,106,10,281,54,7
09/01/2021,49,1008,85,0,400,2,445,61,21
10/01/2021,25,972,71,0,134,21,81,38,18
11/01/2021,32,1028,30,1,950,60,424,50,16
12/01/2021,27,959,55,0,319,94,264,54,25
13/01/2021,30,962,90,1,822,25,8,54,17
14/01/2021,26,1068,49,0,306,77,362,48,26
15/01/2021,24,1062,26,1,644,90,365,31,12
16/01/2021,34,1010,99,0,371,31,329,66,17
17/01/2021,37,985,61,1,536,96,172,59,17
18/01/2021,32,1048,57,1,136,68,411,51,17
19/01/2021,31,989,28,1,349,25,79,47,18
20/01/2021,29,1033,40,0,750,87,87,55,23
21/01/2021,36,1062,28,0,917,80,377,42,19
22/01/2021,24,1002,41,1,855,39,105,51,21
23/01/2021,35,995,38,0,663,82,166,46,14
24/01/2021,28,959,64,0,491,24,45,46,8
25/01/2021,33,987,93,0,293,17,386,38,23
26/01/2021,27,995,48,0,573,20,123,47,12
27/01/2021,24,1067,98,1,593,89,54,43,23
28/01/2021,29,997,48,0,418,2,319,51,9
29/01/2021,28,1007,91,1,625,10,426,49,11
30/01/2021,34,956,28,1,957,94,432,52,19
31/01/2021,32,1078,96,0,846,75,450,52,26
01/02/2021,32,988,59,0,247,21,402,23,17
02/02/2021,24,1118,58,0,731,58,478,56,20
03/02/2021,38,1029,25,0,594,25,272,46,28
04/02/2021,30,996,89,0,815,6,26,43,19
05/02/2021,36,1006,96,0,898,18,274,40,22
06/02/2021,35,1104,52,0,244,91,172,54,19
07/02/2021,35,1090,30,0,268,71,188,49,19
08/02/2021,33,956,65,0,362,19,198,54,8
09/02/2021,29,989,57,0,280,20,100,39,12
10/02/2021,30,1059,64,0,497,33,125,57,18
11/02/2021,38,970,42,0,598,43,437,35,19
12/02/2021,32,1018,36,0,217,29,349,57,22
13/02/2021,39,1117,41,0,998,73,497,65,23
14/02/2021,34,909,74,0,240,95,288,43,26
15/02/2021,35,1005,46,1,200,6,21,41,14
16/02/2021,33,979,75,0,709,64,23,39,25
17/02/2021,32,1048,95,0,969,63,60,50,26
18/02/2021,28,1002,36,0,191,46,113,52,14
19/02/2021,30,936,79,1,926,20,484,52,12
20/02/2021,35,931,74,1,349,92,329,41,16
21/02/2021,22,973,46,0,971,71,37,47,13
22/02/2021,36,881,65,0,691,79,134,53,11
23/02/2021,36,1045,92,1,713,67,96,37,20
24/02/2021,32,972,66,0,475,36,246,54,15
25/02/2021,41,959,86,0,294,96,420,54,21
26/02/2021,41,1037,31,0,557,35,338,51,19
27/02/2021,33,1001,23,0,343,89,219,65,22
28/02/2021,31,979,36,1,259,22,97,50,12
01/03/2021,45,1085,73,0,722,50,409,49,27
02/03/2021,41,1012,47,1,582,7,421,53,23
03/03/2021,35,1032,69,1,367,99,433,43,13
04/03/2021,34,969,49,0,191,55,252,34,16
05/03/2021,28,943,64,0,237,31,46,45,12
06/03/2021,31,1011,54,0,493,68,211,59,20
07/03/2021,41,987,73,1,489,2,449,37,18
08/03/2021,33,1100,74,0,779,35,15,54,27
09/03/2021,23,905,66,0,906,29,233,64,19
10/03/2021,42,996,97,0,483,63,122,66,10
11/03/2021,26,936,40,1,329,40,196,41,13
12/03/2021,26,1107,41,0,565,68,48,54,27
13/03/2021,35,986,92,1,916,94,327,68,14
14/03/2021,37,1028,73,0,124,87,324,45,22
15/03/2021,33,943,83,1,827,71,220,56,20
16/03/2021,37,982,33,1,863,54,273,54,13
17/03/2021,33,1098,74,0,511,66,189,23,21
18/03/2021,31,991,79,0,987,45,128,57,24
19/03/2021,30,1072,74,1,679,87,450,55,27
20/03/2021,28,1034,80,1,304,32,445,47,23
21/03/2021,34,965,35,1,812,2,346,50,16
22/03/2021,33,1014,29,0,860,1,69,57,17
23/03/2021,21,875,78,1,239,53,193,38,16
24/03/2021,30,1030,63,1,990,46,46,36,15
25/03/2021,35,1020,39,0,398,19,255,46,24
26/03/2021,25,974,43,1,285,19,266,47,2
27/03/2021,25,1004,25,1,844,58,79,47,11
28/03/2021,30,1005,87,0,699,76,142,53,26
29/03/2021,39,1046,79,1,296,40,445,55,17
30/03/2021,27,1014,86,0,713,45,471,48,26
31/03/2021,30,1017,83,0,237,18,17,56,22
01/04/2021,25,950,72,1,993,89,145,45,25
02/04/2021,23,1023,82,0,336,57,352,49,35
03/04/2021,36,1009,99,1,628,13,16,46,23
04/04/2021,27,1029,48,0,212,65,105,30,25
05/04/2021,18,1059,86,1,661,35,400,54,33
06/04/2021,32,1049,73,1,781,98,284,39,29
07/04/2021,22,924,70,0,889,94,298,44,25
08/04/2021,24,1036,75,1,941,21,377,51,30
09/04/2021,28,982,84,1,962,64,2,55,28
10/04/2021,25,965,35,0,653,66,482,42,20
11/04/2021,31,1046,31,0,347,27,345,56,35
12/04/2021,22,941,23,1,412,69,212,49,24
13/04/2021,19,1030,45,0,750,10,135,44,26
14/04/2021,21,944,98,0,844,54,145,61,30
15/04/2021,17,1093,66,0,660,43,149,52,25
16/04/2021,22,1029,22,0,910,88,45,65,23
17/04/2021,23,943,27,0,783,6,165,62,22
18/04/2021,30,1020,21,1,516,87,208,43,25
19/04/2021,30,972,35,1,257,41,74,27,21
20/04/2021,25,983,56,1,765,77,435,34,29
21/04/2021,26,1056,70,1,297,78,165,50,20
22/04/2021,25,930,33,0,325,44,186,52,21
23/04/2021,30,968,82,0,978,5,61,46,26
24/04/2021,19,1054,51,1,512,73,17,51,24
25/04/2021,19,1021,66,1,366,74,344,35,15
26/04/2021,27,932,25,1,722,87,376,53,31
27/04/2021,19,981,77,0,412,94,483,51,28
28/04/2021,19,1064,86,0,257,37,127,38,33
29/04/2021,20,1039,97,1,927,72,307,52,31
30/04/2021,17,1045,70,0,181,52,364,44,31
01/05/2021,21,1029,56,0,698,36,221,47,26
02/05/2021,18,932,69,0,945,28,195,49,28
03/05/2021,21,1037,77,1,992,53,293,38,26
04/05/2021,35,969,34,0,307,94,10,51,27
05/05/2021,24,1005,55,1,495,68,153,50,14
06/05/2021,26,993,48,0,231,4,179,45,21
07/05/2021,29,897,29,0,741,32,214,49,22
08/05/2021,22,1019,100,0,992,86,89,47,29
09/05/2021,26,939,68,0,774,5,284,37,30
10/05/2021,31,910,53,1,669,50,419,54,24
11/05/2021,32,957,36,0,513,69,232,58,19
12/05/2021,22,975,55,1,251,19,55,62,21
13/05/2021,26,1101,37,1,531,23,7,53,20
14/05/2021,24,1076,89,0,311,91,49,61,30
15/05/2021,21,1033,62,0,162,29,143,45,29
16/05/2021,26,1132,84,0,524,80,238,58,33
17/05/2021,27,1005,26,1,873,25,200,54,16
18/05/2021,35,966,56,0,563,50,9,46,24
19/05/2021,22,1010,38,0,755,39,314,54,29
20/05/2021,23,974,34,1,296,85,206,38,27
21/05/2021,24,1083,62,1,503,68,164,54,8
22/05/2021,28,1055,53,1,821,54,33,57,31
23/05/2021,20,1025,85,1,547,24,160,58,21
24/05/2021,24,1002,68,0,691,0,159,46,21
25/05/2021,22,949,25,1,110,9,269,45,15
26/05/2021,20,960,42,1,728,41,72,42,22
27/05/2021,33,985,30,0,359,13,454,33,22
28/05/2021,25,972,58,0,498,86,351,65,29
29/05/2021,26,1079,50,1,409,22,262,56,19
30/05/2021,25,1082,62,1,543,60,352,58,27
31/05/2021,35,936,70,1,968,59,460,55,32
01/06/2021,25,956,33,0,486,72,470,44,27
02/06/2021,18,1072,81,0,709,7,488,46,37
03/06/2021,27,1032,45,1,915,72,74,40,25
04/06/2021,33,1032,36,0,687,56,453,47,32
05/06/2021,25,957,44,0,550,1,486,42,28
06/06/2021,28,1025,48,1,229,23,53,56,21
07/06/2021,30,1083,84,1,949,51,415,42,31
08/06/2021,17,1004,21,1,422,86,294,43,29
09/06/2021,26,980,29,0,767,48,57,46,18
10/06/2021,25,913,65,1,570,45,327,53,16
11/06/2021,34,987,94,1,202,19,9,53,25
12/06/2021,13,980,71,0,667,15,207,41,25
13/06/2021,36,979,75,1,914,69,372,60,27
14/06/2021,26,998,77,0,109,79,5,32,27
15/06/2021,25,887,97,1,424,10,109,61,18
16/06/2021,10,969,46,0,263,82,289,34,27
17/06/2021,14,1027,59,1,574,62,246,56,20
18/06/2021,19,1059,100,1,527,18,466,54,31
19/06/2021,20,929,23,1,262,75,329,46,23
20/06/2021,32,1017,75,0,586,66,1,43,29
21/06/2021,20,1053,67,1,330,85,173,36,20
22/06/2021,26,989,51,1,277,86,449,46,26
23/06/2021,24,961,43,0,519,44,109,46,28
24/06/2021,18,1050,69,0,303,59,188,36,25
25/06/2021,16,931,26,0,327,53,165,61,30
26/06/2021,27,1056,62,1,782,9,72,69,22
27/06/2021,25,1023,89,1,781,11,2,46,26
28/06/2021,19,988,28,1,373,44,371,41,27
29/06/2021,28,1065,58,0,583,77,341,48,30
30/06/2021,22,1048,49,1,343,12,211,50,20
01/07/2021,28,1032,49,0,395,61,77,44,23
02/07/2021,23,934,37,1,230,6,84,65,14
03/07/2021,27,1030,90,1,934,34,161,64,20
04/07/2021,21,919,24,0,601,78,188,45,17
05/07/2021,30,970,47,1,497,10,439,19,19
06/07/2021,23,1043,96,0,692,90,398,47,32
07/07/2021,26,994,21,1,240,50,291,61,15
08/07/2021,23,1069,80,1,555,80,102,43,22
09/07/2021,23,1037,74,1,270,44,474,48,28
10/07/2021,30,973,52,0,556,41,260,66,24
11/07/2021,21,1042,77,0,116,69,59,49,24
12/07/2021,26,1014,29,1,255,28,71,33,14
13/07/2021,22,1075,69,0,934,44,191,34,27
14/07/2021,29,878,73,0,921,11,163,48,19
15/07/2021,32,1019,39,1,104,12,95,37,20
16/07/2021,22,1050,61,0,681,20,243,46,22
17/07/2021,31,1018,100,0,673,50,310,31,23
18/07/2021,19,1013,30,1,345,23,206,44,20
19/07/2021,19,988,63,1,324,92,144,42,15
20/07/2021,25,950,48,1,634,8,210,44,17
21/07/2021,26,1042,95,1,598,71,48,39,25
22/07/2021,27,923,30,1,871,28,266,48,18
23/07/2021,22,1008,43,0,170,9,431,58,27
24/07/2021,22,1038,30,1,817,22,98,56,25
25/07/2021,33,1032,25,1,488,69,464,48,19
26/07/2021,26,989,47,1,702,53,383,56,29
27/07/2021,26,1003,32,0,519,27,282,59,31
28/07/2021,18,1077,95,0,737,22,286,52,24
29/07/2021,16,1019,61,0,796,18,195,52,23
30/07/2021,16,1082,89,0,845,35,59,57,23
31/07/2021,19,941,86,0,445,76,405,59,30
01/08/2021,22,1007,41,0,400,68,392,24,27
02/08/2021,23,998,99,1,137,23,1,36,16
03/08/2021,23,1096,61,1,155,40,439,43,19
04/08/2021,26,1026,90,1,116,58,163,50,14
05/08/2021,33,910,86,0,454,17,418,48,22
06/08/2021,25,1041,48,0,822,41,168,62,28
07/08/2021,16,948,75,1,461,89,23,39,22
08/08/2021,33,904,29,1,887,81,276,57,7
09/08/2021,24,954,48,1,417,63,176,45,16
10/08/2021,37,976,20,0,764,92,450,43,29
11/08/2021,27,966,47,0,605,1,177,56,21
12/08/2021,23,1027,87,1,379,40,230,49,21
13/08/2021,21,1054,40,0,630,100,330,49,24
14/08/2021,24,880,94,0,792,15,273,40,25
15/08/2021,35,981,44,0,121,99,103,48,24
16/08/2021,21,986,21,1,487,44,346,57,20
17/08/2021,26,953,44,1,538,82,427,48,17
18/08/2021,25,944,32,0,771,4,256,27,18
19/08/2021,29,934,87,1,354,99,454,72,21
20/08/2021,36,1093,37,0,702,59,440,51,28
21/08/2021,25,1058,63,0,744,98,123,44,25
22/08/2021,19,987,69,0,789,32,10,60,21
23/08/2021,19,1042,47,1,715,53,336,58,18
24/08/2021,21,1002,64,1,455,50,265,47,15
25/08/2021,30,995,65,0,369,52,149,37,17
26/08/2021,15,1065,54,0,532,93,191,77,29
27/08/2021,25,1030,99,0,664,87,208,78,28
28/08/2021,17,1042,66,1,156,50,302,28,22
29/08/2021,21,947,99,1,729,77,449,39,29
30/08/2021,28,1017,77,1,537,50,26,54,21
31/08/2021,32,1026,41,1,418,12,22,51,18
01/09/2021,23,1037,91,0,652,3,419,43,27
02/09/2021,22,989,45,0,906,9,481,46,27
03/09/2021,22,958,76,1,598,50,184,45,20
04/09/2021,24,1047,72,1,269,95,43,57,26
05/09/2021,26,977,24,0,283,56,295,38,13
06/09/2021,18,1002,78,1,956,51,185,57,31
07/09/2021,27,1025,66,1,180,76,91,42,22
08/09/2021,34,1041,64,1,581,16,89,61,15
09/09/2021,20,1083,31,0,507,78,20,50,29
10/09/2021,19,1039,28,0,342,97,451,48,25
11/09/2021,27,943,81,0,580,1,61,41,23
12/09/2021,25,974,71,1,611,79,184,35,25
13/09/2021,18,1010,61,0,127,59,295,66,25
14/09/2021,26,1011,84,1,318,90,186,39,34
15/09/2021,22,985,62,1,187,42,118,43,12
16/09/2021,29,946,26,1,545,61,263,51,10
17/09/2021,23,1013,21,0,687,67,395,46,28
18/09/2021,27,1001,33,0,269,34,332,48,20
19/09/2021,26,1050,81,1,229,62,92,50,25
20/09/2021,30,1049,57,1,270,77,233,54,24
21/09/2021,29,1009,85,1,228,27,483,54,19
22/09/2021,15,1024,75,1,437,98,367,45,36
23/09/2021,26,1014,61,1,780,5,377,46,31
24/09/2021,30,961,26,0,393,94,25,49,20
25/09/2021,37,1001,52,1,331,5,365,50,27
26/09/2021,25,1002,83,0,192,65,424,48,25
27/09/2021,33,989,71,1,743,98,282,50,18
28/09/2021,12,1015,25,0,166,31,112,50,21
29/09/2021,30,1131,76,0,111,25,288,44,24
30/09/2021,18,937,30,1,369,42,266,50,17
01/10/2021,37,993,45,1,416,35,430,51,9
02/10/2021,29,983,24,1,664,60,213,48,11
03/10/2021,41,976,30,1,422,62,458,38,19
04/10/2021,29,981,35,1,409,78,466,38,21
05/10/2021,28,1035,40,1,522,15,294,43,15
06/10/2021,43,1078,55,0,666,50,51,61,17
07/10/2021,34,858,57,1,227,25,441,38,16
08/10/2021,23,974,93,0,821,67,496,30,22
09/10/2021,27,1091,73,1,458,56,324,55,12
10/10/2021,29,983,27,1,422,94,449,47,17
11/10/2021,27,1042,67,1,387,56,200,46,17
12/10/2021,22,939,50,0,160,87,479,59,15
13/10/2021,33,1024,87,0,337,11,101,56,24
14/10/2021,33,1035,70,0,707,68,210,67,24
15/10/2021,40,1031,97,0,762,83,367,42,37
16/10/2021,29,986,50,1,392,57,332,46,13
17/10/2021,40,974,50,0,427,65,22,43,20
18/10/2021,27,997,85,0,770,16,354,39,26
19/10/2021,35,999,29,0,560,84,80,57,13
20/10/2021,33,968,36,0,653,27,483,45,18
21/10/2021,32,963,38,1,653,10,474,55,16
22/10/2021,32,952,78,1,184,39,335,41,15
23/10/2021,23,925,88,1,531,27,333,40,22
24/10/2021,31,991,73,0,265,11,173,61,20
25/10/2021,36,1052,89,0,667,8,447,42,23
26/10/2021,33,1072,27,0,589,83,276,44,20
27/10/2021,30,1005,77,0,583,19,328,46,25
28/10/2021,31,1041,66,0,492,60,256,49,13
29/10/2021,24,937,28,0,276,13,283,64,13
30/10/2021,29,921,26,0,592,52,448,44,24
31/10/2021,31,1007,55,1,708,13,62,68,12
01/11/2021,33,1047,81,0,589,29,234,48,31
